C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\center_2019_09_19_19_42_27_657.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\left_2019_09_19_19_42_27_657.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\right_2019_09_19_19_42_27_657.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\back_2019_09_19_19_42_27_657.jpg,0,0,0,5.202344E-06
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\center_2019_09_19_19_42_27_725.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\left_2019_09_19_19_42_27_725.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\right_2019_09_19_19_42_27_725.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\back_2019_09_19_19_42_27_725.jpg,0,0,0,1.306658E-06
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\center_2019_09_19_19_42_27_807.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\left_2019_09_19_19_42_27_807.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\right_2019_09_19_19_42_27_807.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\back_2019_09_19_19_42_27_807.jpg,0,0,0,5.333003E-06
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\center_2019_09_19_19_42_27_875.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\left_2019_09_19_19_42_27_875.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\right_2019_09_19_19_42_27_875.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\back_2019_09_19_19_42_27_875.jpg,0,0,0,5.147695E-06
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\center_2019_09_19_19_42_27_953.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\left_2019_09_19_19_42_27_953.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\right_2019_09_19_19_42_27_953.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\back_2019_09_19_19_42_27_953.jpg,0,0,0,4.27743E-06
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\center_2019_09_19_19_42_28_026.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\left_2019_09_19_19_42_28_026.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\right_2019_09_19_19_42_28_026.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\back_2019_09_19_19_42_28_026.jpg,0,0,0,3.603216E-07
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\center_2019_09_19_19_42_28_098.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\left_2019_09_19_19_42_28_098.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\right_2019_09_19_19_42_28_098.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\back_2019_09_19_19_42_28_098.jpg,0,0,0,2.276955E-06
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\center_2019_09_19_19_42_28_173.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\left_2019_09_19_19_42_28_173.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\right_2019_09_19_19_42_28_173.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\back_2019_09_19_19_42_28_173.jpg,0,0,0,7.694763E-06
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\center_2019_09_19_19_42_28_254.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\left_2019_09_19_19_42_28_254.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\right_2019_09_19_19_42_28_254.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\back_2019_09_19_19_42_28_254.jpg,0,0,0,5.667152E-06
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\center_2019_09_19_19_42_28_325.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\left_2019_09_19_19_42_28_325.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\right_2019_09_19_19_42_28_325.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\back_2019_09_19_19_42_28_325.jpg,0,0,0,1.241577E-06
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\center_2019_09_19_19_42_28_404.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\left_2019_09_19_19_42_28_404.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\right_2019_09_19_19_42_28_404.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\back_2019_09_19_19_42_28_404.jpg,0,0,0,1.280099E-06
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\center_2019_09_19_19_42_28_477.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\left_2019_09_19_19_42_28_477.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\right_2019_09_19_19_42_28_477.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\back_2019_09_19_19_42_28_477.jpg,0,0,0,1.552519E-06
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\center_2019_09_19_19_42_28_551.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\left_2019_09_19_19_42_28_551.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\right_2019_09_19_19_42_28_551.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\back_2019_09_19_19_42_28_551.jpg,0,0,0,1.54841E-06
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\center_2019_09_19_19_42_28_627.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\left_2019_09_19_19_42_28_627.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\right_2019_09_19_19_42_28_627.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\back_2019_09_19_19_42_28_627.jpg,0,0,0,1.230347E-06
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\center_2019_09_19_19_42_28_701.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\left_2019_09_19_19_42_28_701.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\right_2019_09_19_19_42_28_701.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\back_2019_09_19_19_42_28_701.jpg,0,0,0,2.273464E-06
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\center_2019_09_19_19_42_28_770.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\left_2019_09_19_19_42_28_770.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\right_2019_09_19_19_42_28_770.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\back_2019_09_19_19_42_28_770.jpg,0,0,0,4.514563E-06
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\center_2019_09_19_19_42_28_843.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\left_2019_09_19_19_42_28_843.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\right_2019_09_19_19_42_28_843.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\back_2019_09_19_19_42_28_843.jpg,0,0,0,1.592058E-06
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\center_2019_09_19_19_42_28_919.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\left_2019_09_19_19_42_28_919.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\right_2019_09_19_19_42_28_919.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\back_2019_09_19_19_42_28_919.jpg,0,0,0,6.315346E-07
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\center_2019_09_19_19_42_28_997.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\left_2019_09_19_19_42_28_997.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\right_2019_09_19_19_42_28_997.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\back_2019_09_19_19_42_28_997.jpg,0,0,0,5.492026E-06
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\center_2019_09_19_19_42_29_073.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\left_2019_09_19_19_42_29_073.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\right_2019_09_19_19_42_29_073.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\19sept19\run1\IMG\back_2019_09_19_19_42_29_073.jpg,0,0,0,9.069075E-06
